ID_employe,Age,Attrition,BusinessTravel,Department,Education,EnvironmentSatisfaction,Gender,JobInvolvement,Job Role,JobSatisfaction,PerformanceRating,WorkLifeBalance,MaritalStatus,StockOption,OverTime,PercentSalaryHike,NumCompaniesWorked,TotalWorkingYears,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHome,HourlyRate,DailyRate,MonthlyRate,Salary,TrainingTimesLastYear,DateToday,DateBirth,DateStart,DateDeparture,YearsAtCompany,AgeGroup,TerminationType,AgeHire,HireType,YearsAtCompany Group,EmploymentType
465,23,No,Travel_Rarely,Research & Development,Below College,High,Male,High,Research Scientist,Very High,Excellent,Good,Divorced,Mid,No,12,1,4,0,2,26,83,1309,16092,2904,2,31/07/2022,21/12/1999,18/12/2018,,4,2_Between 20 and 30,,19,2,3_Between 3-5 years,Contractor
854,25,No,Travel_Rarely,Research & Development,Below College,Low,Male,Very High,Research Scientist,Low,Excellent,Good,Single,None,No,13,7,6,0,1,2,65,180,21632,3424,3,31/07/2022,05/09/1997,21/01/2019,,4,2_Between 20 and 30,,21,1,3_Between 3-5 years,Full-time
815,50,No,Travel_Rarely,Research & Development,Bachelor,High,Male,High,Research Director,High,Excellent,Better,Married,None,No,16,5,30,0,3,2,64,691,6881,17639,3,31/07/2022,17/05/1973,26/02/2019,,3,5_Between 50 and 60,,47,1,2_Between 1-3 years,Contractor
2053,29,No,Travel_Rarely,Research & Development,College,Very High,Male,Medium,Laboratory Technician,Medium,Excellent,Better,Married,Low,Yes,13,4,10,0,3,13,46,1378,23679,4025,2,31/07/2022,11/02/1994,18/03/2019,,3,2_Between 20 and 30,,26,2,2_Between 1-3 years,Full-time
126,54,No,Travel_Rarely,Research & Development,Master,Low,Female,High,Research Director,High,Excellent,Bad,Married,Low,No,12,9,16,0,3,2,60,1217,24001,13549,5,31/07/2022,13/02/1969,25/03/2019,,3,5_Between 50 and 60,,51,2,2_Between 1-3 years,Full-time
288,46,No,Travel_Rarely,Research & Development,Master,Very High,Male,High,Healthcare Representative,Low,Excellent,Better,Divorced,Low,No,16,7,17,0,3,1,97,644,12368,9396,3,31/07/2022,24/02/1977,04/04/2019,,3,4_Between 40 and 50,,43,1,2_Between 1-3 years,Full-time
1211,30,No,Travel_Rarely,Sales,Master,High,Male,High,Sales Executive,Low,Excellent,Better,Divorced,High,No,19,8,8,0,3,29,61,1329,13192,4115,3,31/07/2022,01/09/1992,07/05/2019,,3,3_Between 30 and 40,,27,1,2_Between 1-3 years,Contractor
1217,46,No,Travel_Rarely,Research & Development,College,Very High,Male,High,Research Director,Medium,Excellent,Better,Married,Low,No,11,5,25,0,3,15,52,1450,10849,19081,2,31/07/2022,30/05/1977,04/06/2019,,3,4_Between 40 and 50,,43,1,2_Between 1-3 years,Full-time
910,33,No,Travel_Rarely,Human Resources,College,Very High,Male,High,Human Resources,Medium,Excellent,Best,Divorced,Low,Yes,11,3,7,0,3,3,57,1075,22650,2277,4,31/07/2022,31/01/1990,27/06/2019,,3,3_Between 30 and 40,,30,2,2_Between 1-3 years,Full-time
1915,34,No,Travel_Rarely,Sales,Below College,Very High,Female,Medium,Sales Executive,Very High,Excellent,Good,Married,None,Yes,12,3,9,0,1,3,75,735,16495,8103,3,31/07/2022,17/07/1989,05/07/2019,,3,3_Between 30 and 40,,31,1,2_Between 1-3 years,Full-time
827,42,No,Travel_Rarely,Research & Development,College,Very High,Female,Medium,Manufacturing Director,Very High,Excellent,Better,Married,Low,Yes,13,9,8,0,2,1,43,932,4051,6062,4,31/07/2022,10/10/1980,12/07/2019,,3,4_Between 40 and 50,,39,2,2_Between 1-3 years,Full-time
1647,27,No,Travel_Rarely,Research & Development,Bachelor,Medium,Female,Very High,Research Scientist,High,Excellent,Better,Married,None,No,17,7,5,0,2,8,86,486,22490,3517,0,31/07/2022,11/05/1996,05/08/2019,,3,2_Between 20 and 30,,24,2,2_Between 1-3 years,Full-time
1682,36,No,Travel_Rarely,Research & Development,Master,Low,Male,High,Healthcare Representative,High,Excellent,Good,Married,Mid,No,14,6,10,0,2,26,80,1351,7419,5347,2,31/07/2022,16/02/1987,21/08/2019,,3,3_Between 30 and 40,,33,1,2_Between 1-3 years,Full-time
340,37,No,Travel_Rarely,Research & Development,College,High,Female,Medium,Research Scientist,Low,Excellent,Good,Married,Low,No,14,2,17,0,2,1,83,1017,18697,3920,2,31/07/2022,18/01/1986,29/08/2019,,3,3_Between 30 and 40,,34,1,2_Between 1-3 years,Full-time
347,42,No,Travel_Rarely,Research & Development,College,Very High,Female,Very High,Research Scientist,Low,Excellent,Better,Single,None,Yes,13,3,10,0,2,17,82,916,23016,6545,1,31/07/2022,05/04/1981,03/09/2019,,3,4_Between 40 and 50,,39,2,2_Between 1-3 years,Full-time
1436,36,No,Travel_Rarely,Sales,Master,High,Female,Medium,Sales Executive,Low,Excellent,Good,Married,Mid,No,13,4,11,0,2,16,98,329,13494,5647,3,31/07/2022,23/10/1986,01/11/2019,,3,3_Between 30 and 40,,33,1,2_Between 1-3 years,Full-time
699,36,No,Travel_Rarely,Research & Development,College,Medium,Male,Medium,Manufacturing Director,Medium,Excellent,Better,Divorced,Low,Yes,11,2,13,0,2,9,48,913,13934,8847,2,31/07/2022,14/08/1986,05/11/2019,,3,3_Between 30 and 40,,33,1,2_Between 1-3 years,Full-time
664,48,No,Travel_Rarely,Research & Development,Master,Very High,Female,Medium,Manager,Low,Excellent,Bad,Married,Low,No,11,7,21,0,2,1,40,1236,17997,15402,3,31/07/2022,09/07/1975,12/11/2019,,3,4_Between 40 and 50,,45,1,2_Between 1-3 years,Full-time
1886,35,No,Travel_Rarely,Research & Development,College,Very High,Female,Medium,Manufacturing Director,Medium,Excellent,Better,Married,None,Yes,11,0,4,0,2,16,44,219,25388,4788,2,31/07/2022,01/02/1988,19/11/2019,,3,3_Between 30 and 40,,32,2,2_Between 1-3 years,Full-time
1461,31,No,Travel_Rarely,Human Resources,College,Very High,Female,Very High,Human Resources,Medium,Excellent,Better,Single,None,No,18,9,8,0,2,8,96,1398,24609,2109,3,31/07/2022,19/06/1992,21/11/2019,,3,3_Between 30 and 40,,28,1,2_Between 1-3 years,Contractor
705,23,No,Travel_Rarely,Research & Development,Bachelor,Low,Male,Very High,Research Scientist,Low,Excellent,Best,Married,Low,No,16,2,5,0,2,4,58,885,8544,2819,3,31/07/2022,21/06/2000,10/12/2019,,3,2_Between 20 and 30,,20,1,2_Between 1-3 years,Full-time
1411,37,No,Travel_Rarely,Research & Development,Bachelor,Low,Female,High,Laboratory Technician,High,Excellent,Better,Single,None,No,18,4,8,0,2,11,94,1462,19106,3629,6,31/07/2022,27/07/1986,18/12/2019,,3,3_Between 30 and 40,,34,1,2_Between 1-3 years,Full-time
1607,32,No,Travel_Rarely,Research & Development,Master,Medium,Female,Very High,Research Scientist,Very High,Excellent,Better,Married,Mid,No,17,3,6,0,2,5,35,634,18783,3312,3,31/07/2022,27/08/1990,04/01/2020,,3,3_Between 30 and 40,,29,2,2_Between 1-3 years,Full-time
575,46,No,Travel_Rarely,Research & Development,Bachelor,Low,Male,High,Research Director,High,Excellent,Bad,Married,None,No,13,6,26,0,1,2,51,1009,2288,17861,2,31/07/2022,25/11/1976,25/01/2020,,2,4_Between 40 and 50,,44,1,2_Between 1-3 years,Full-time
995,33,No,Travel_Rarely,Research & Development,Below College,Medium,Female,High,Research Scientist,Very High,Excellent,Better,Single,None,No,18,3,5,0,2,13,53,461,17241,3452,4,31/07/2022,20/04/1990,26/01/2020,,3,3_Between 30 and 40,,30,1,2_Between 1-3 years,Full-time
349,29,No,Travel_Rarely,Sales,College,Very High,Male,High,Sales Executive,Very High,Excellent,Better,Divorced,Low,No,14,2,10,0,2,20,45,1247,10732,6931,2,31/07/2022,02/03/1994,01/03/2020,,2,2_Between 20 and 30,,27,1,2_Between 1-3 years,Full-time
939,33,No,Travel_Rarely,Research & Development,Master,High,Male,Medium,Research Scientist,Low,Excellent,Better,Single,None,Yes,11,3,6,0,2,1,100,1198,3339,2799,1,31/07/2022,14/10/1989,04/03/2020,,2,3_Between 30 and 40,,31,1,2_Between 1-3 years,Contractor
1281,34,No,Travel_Rarely,Sales,Bachelor,High,Female,High,Sales Executive,Low,Excellent,Better,Single,None,Yes,12,0,4,0,2,2,86,131,6039,4538,3,31/07/2022,10/08/1988,12/03/2020,,2,3_Between 30 and 40,,32,1,2_Between 1-3 years,Full-time
242,33,No,Travel_Rarely,Research & Development,Bachelor,High,Male,High,Research Scientist,Very High,Excellent,Best,Single,None,No,14,0,4,0,2,2,90,134,10515,2500,2,31/07/2022,25/09/1989,30/03/2020,,2,3_Between 30 and 40,,31,1,2_Between 1-3 years,Full-time
847,34,No,Travel_Rarely,Human Resources,College,High,Male,High,Human Resources,Very High,Excellent,Bad,Married,Low,No,19,0,4,0,2,3,88,829,2243,3737,1,31/07/2022,13/01/1989,13/04/2020,,2,3_Between 30 and 40,,32,1,2_Between 1-3 years,Full-time
652,35,No,Travel_Rarely,Research & Development,College,Low,Male,Medium,Laboratory Technician,Very High,Excellent,Better,Single,None,No,14,4,9,0,2,25,54,538,14004,3681,3,31/07/2022,03/12/1987,19/04/2020,,2,3_Between 30 and 40,,33,2,2_Between 1-3 years,Full-time
1651,36,No,Travel_Rarely,Research & Development,Master,Medium,Female,High,Healthcare Representative,Low,Excellent,Better,Married,Mid,No,12,4,9,0,2,5,42,711,22792,8008,6,31/07/2022,07/09/1986,06/05/2020,,2,3_Between 30 and 40,,34,1,2_Between 1-3 years,Contractor
1415,25,No,Travel_Rarely,Research & Development,Bachelor,Low,Male,High,Laboratory Technician,Very High,Excellent,Good,Married,Low,No,11,4,7,0,2,1,81,949,4910,3229,2,31/07/2022,05/10/1997,20/06/2020,,2,2_Between 20 and 30,,23,1,2_Between 1-3 years,Full-time
686,26,No,Travel_Rarely,Research & Development,Bachelor,High,Female,High,Laboratory Technician,Very High,Excellent,Better,Married,Low,Yes,13,1,3,0,2,6,71,991,17759,2659,2,31/07/2022,14/11/1996,06/07/2020,,2,2_Between 20 and 30,,24,1,2_Between 1-3 years,Full-time
338,33,No,Travel_Rarely,Research & Development,Master,High,Female,Medium,Research Scientist,Very High,Excellent,Good,Married,Low,No,13,1,2,0,2,5,63,832,14776,2911,2,31/07/2022,13/07/1990,16/01/2021,,2,3_Between 30 and 40,,31,1,2_Between 1-3 years,Full-time
671,44,No,Travel_Rarely,Research & Development,Master,Very High,Male,High,Manager,Very High,Excellent,Best,Married,Low,Yes,12,4,26,0,1,3,35,1315,9358,19513,2,31/07/2022,22/10/1978,17/02/2021,,1,4_Between 40 and 50,,43,1,2_Between 1-3 years,Full-time
784,23,No,Travel_Rarely,Research & Development,Below College,Low,Male,Very High,Research Scientist,High,Excellent,Better,Single,None,No,18,1,2,0,1,10,79,310,19630,3505,3,31/07/2022,27/08/1999,06/04/2021,,1,2_Between 20 and 30,,22,1,2_Between 1-3 years,Contractor
665,44,No,Travel_Rarely,Human Resources,Master,Low,Female,Medium,Human Resources,High,Excellent,Best,Single,None,No,11,4,10,0,1,1,50,1112,26894,5985,1,31/07/2022,22/04/1979,04/05/2021,,1,4_Between 40 and 50,,43,1,2_Between 1-3 years,Full-time
143,25,No,Travel_Rarely,Research & Development,Below College,Very High,Male,Medium,Research Scientist,Very High,Excellent,Better,Married,Mid,No,11,1,2,0,1,7,64,1280,26897,2889,2,31/07/2022,05/07/1998,08/06/2021,,1,2_Between 20 and 30,,24,2,2_Between 1-3 years,Contractor
1680,20,No,Travel_Rarely,Sales,Below College,Very High,Male,High,Sales Representative,Low,Excellent,Better,Single,None,No,11,1,2,0,1,9,54,727,21082,2728,3,31/07/2022,01/05/2003,06/07/2021,,1,2_Between 20 and 30,,19,1,2_Between 1-3 years,Full-time
1269,19,No,Travel_Rarely,Research & Development,Bachelor,Medium,Female,Very High,Research Scientist,Very High,Excellent,Better,Single,None,Yes,12,1,1,0,1,25,57,265,21221,2994,2,31/07/2022,29/09/2003,02/08/2021,,1,1_Below 20,,18,1,2_Between 1-3 years,Full-time
1601,35,No,Travel_Rarely,Research & Development,College,High,Male,Medium,Laboratory Technician,Very High,Excellent,Good,Married,Low,No,18,1,1,0,1,7,63,1349,7713,2690,5,31/07/2022,03/05/1988,27/11/2021,,1,3_Between 30 and 40,,34,2,2_Between 1-3 years,Full-time
776,52,No,Travel_Rarely,Sales,Master,High,Male,Medium,Manager,Low,Good,Best,Married,None,No,11,1,34,1,16,3,31,621,10084,16856,3,31/07/2022,05/03/1971,03/04/1989,,33,5_Between 50 and 60,,19,1,7_15+ years,Full-time
1402,43,No,Travel_Rarely,Research & Development,Bachelor,Low,Female,Medium,Research Scientist,High,Good,Bad,Single,None,Yes,14,1,20,1,8,6,73,930,20003,4081,3,31/07/2022,15/12/1979,03/01/2003,,20,4_Between 40 and 50,,23,1,7_15+ years,Full-time
729,40,No,Travel_Frequently,Sales,Master,Very High,Male,Medium,Sales Executive,Low,Outstanding,Better,Married,Low,Yes,21,5,20,1,12,5,48,580,23772,10475,2,31/07/2022,20/11/1982,30/11/2004,,18,4_Between 40 and 50,,22,1,7_15+ years,Full-time
327,43,No,Travel_Rarely,Sales,Bachelor,Very High,Female,High,Manager,Very High,Outstanding,Better,Married,Low,Yes,22,5,22,1,9,16,80,1034,7744,16064,3,31/07/2022,25/12/1979,05/06/2006,,16,4_Between 40 and 50,,27,1,7_15+ years,Full-time
1621,35,No,Travel_Rarely,Research & Development,Doctor,Medium,Male,Very High,Research Scientist,Low,Good,Better,Married,None,No,11,1,16,1,10,18,48,819,26312,5208,2,31/07/2022,05/12/1987,07/12/2006,,16,3_Between 30 and 40,,19,1,7_15+ years,Full-time
1080,46,No,Travel_Rarely,Research & Development,Master,Very High,Female,Medium,Research Scientist,Low,Outstanding,Better,Divorced,High,Yes,23,8,19,1,7,8,74,1003,21029,4615,2,31/07/2022,15/04/1977,04/05/2007,,15,4_Between 40 and 50,,31,1,7_15+ years,Full-time
1520,54,No,Travel_Frequently,Research & Development,Master,Medium,Female,High,Manager,Very High,Outstanding,Better,Divorced,Low,No,20,3,26,1,12,11,87,1050,24456,16032,2,31/07/2022,15/05/1969,29/09/2008,,14,5_Between 50 and 60,,40,1,5_Between 10-15 years,Full-time
107,38,No,Non-Travel,Research & Development,Bachelor,Medium,Female,Low,Research Scientist,Very High,Good,Better,Divorced,High,Yes,12,7,17,1,9,6,79,573,15717,5329,3,31/07/2022,09/12/1984,09/03/2010,,12,3_Between 30 and 40,,26,1,5_Between 10-15 years,Full-time
2026,56,No,Non-Travel,Research & Development,Master,High,Male,High,Healthcare Representative,High,Outstanding,Good,Divorced,Low,No,21,1,13,1,9,1,57,667,26236,6306,2,31/07/2022,01/11/1966,29/05/2010,,12,5_Between 50 and 60,,44,1,5_Between 10-15 years,Full-time
1233,60,No,Travel_Rarely,Sales,Master,Medium,Male,Very High,Sales Executive,Very High,Good,Better,Divorced,Low,Yes,18,0,12,1,9,7,52,696,10893,5220,3,31/07/2022,05/12/1962,09/10/2011,,11,6_60+,,49,1,5_Between 10-15 years,Full-time
98,31,No,Travel_Rarely,Research & Development,Master,High,Female,High,Manufacturing Director,Very High,Outstanding,Better,Single,None,No,23,1,11,1,8,8,61,746,20682,4424,2,31/07/2022,17/07/1992,24/12/2011,,11,3_Between 30 and 40,,20,1,5_Between 10-15 years,Full-time
120,51,No,Travel_Rarely,Sales,Master,High,Male,High,Sales Executive,Very High,Outstanding,Bad,Single,None,Yes,22,0,11,1,0,21,71,632,8423,5441,2,31/07/2022,07/03/1972,11/03/2013,,9,5_Between 50 and 60,,42,1,4_Between 5-10 years,Full-time
1252,31,No,Travel_Rarely,Research & Development,Bachelor,High,Female,Medium,Healthcare Representative,Low,Low,Better,Single,None,No,19,1,10,1,8,24,96,1062,17198,6812,2,31/07/2022,30/01/1992,23/05/2013,,9,3_Between 30 and 40,,22,1,4_Between 5-10 years,Full-time
2,49,No,Travel_Frequently,Research & Development,Below College,High,Male,Medium,Research Scientist,Medium,Outstanding,Better,Married,Low,No,23,1,10,1,7,8,61,279,24907,5130,3,31/07/2022,22/10/1973,04/06/2013,,9,4_Between 40 and 50,,40,1,4_Between 5-10 years,Full-time
12,38,No,Travel_Frequently,Research & Development,Bachelor,Very High,Male,Medium,Manufacturing Director,High,Outstanding,Better,Single,None,No,21,0,10,1,8,23,44,216,8787,9526,2,31/07/2022,05/09/1984,10/09/2013,,9,3_Between 30 and 40,,29,2,4_Between 5-10 years,Full-time
1423,58,No,Travel_Rarely,Research & Development,Bachelor,Very High,Female,High,Research Director,Low,Outstanding,Better,Married,Low,Yes,21,3,32,1,5,1,76,1055,22456,19701,3,31/07/2022,08/11/1964,11/10/2013,,9,5_Between 50 and 60,,49,1,4_Between 5-10 years,Full-time
724,38,No,Travel_Rarely,Research & Development,Master,Medium,Female,Very High,Healthcare Representative,Very High,Good,Good,Single,None,No,13,0,10,1,8,1,33,827,19383,7625,4,31/07/2022,30/07/1985,20/10/2013,,9,3_Between 30 and 40,,29,1,4_Between 5-10 years,Full-time
733,27,No,Travel_Frequently,Research & Development,College,Very High,Male,High,Manufacturing Director,Low,Outstanding,Good,Divorced,Mid,No,21,1,9,1,7,10,32,294,4809,8793,4,31/07/2022,10/12/1995,28/02/2014,,8,2_Between 20 and 30,,19,1,4_Between 5-10 years,Full-time
74,35,No,Travel_Frequently,Sales,Doctor,Medium,Male,High,Sales Executive,Low,Outstanding,Good,Married,Low,No,22,1,9,1,8,18,71,853,11031,9069,3,31/07/2022,09/08/1987,12/03/2014,,8,3_Between 30 and 40,,27,1,4_Between 5-10 years,Full-time
227,41,No,Travel_Rarely,Research & Development,Bachelor,Low,Male,High,Research Scientist,High,Good,Better,Divorced,Low,No,12,4,13,1,8,14,56,465,4609,2451,2,31/07/2022,07/08/1981,21/03/2014,,8,4_Between 40 and 50,,33,1,4_Between 5-10 years,Full-time
1349,41,No,Travel_Frequently,Sales,Bachelor,High,Female,High,Sales Executive,Low,Low,Better,Divorced,Low,No,17,0,10,1,7,1,66,1018,4297,4103,2,31/07/2022,24/03/1982,20/07/2014,,8,4_Between 40 and 50,,33,1,4_Between 5-10 years,Full-time
252,33,No,Travel_Rarely,Research & Development,Bachelor,Very High,Female,High,Research Scientist,Medium,Good,Better,Married,Low,No,13,1,8,1,6,14,72,931,4673,2756,5,31/07/2022,10/11/1989,14/08/2014,,8,3_Between 30 and 40,,25,2,4_Between 5-10 years,Full-time
2035,34,No,Travel_Rarely,Sales,Bachelor,Very High,Female,Medium,Sales Executive,High,Outstanding,Better,Married,Mid,No,21,1,8,1,7,28,95,704,8978,6712,2,31/07/2022,27/04/1989,10/03/2015,,7,3_Between 30 and 40,,27,1,4_Between 5-10 years,Full-time
845,35,No,Travel_Rarely,Research & Development,Bachelor,High,Male,High,Manufacturing Director,High,Outstanding,Best,Single,None,No,21,3,17,1,6,7,59,950,18869,10221,3,31/07/2022,19/01/1988,02/06/2015,,7,3_Between 30 and 40,,28,1,4_Between 5-10 years,Contractor
1298,30,No,Non-Travel,Research & Development,College,High,Female,High,Manufacturing Director,High,Good,Better,Single,None,Yes,18,7,10,1,7,9,72,879,12858,4695,3,31/07/2022,11/07/1993,18/06/2015,,7,3_Between 30 and 40,,23,1,4_Between 5-10 years,Full-time
76,31,No,Travel_Rarely,Research & Development,Master,Very High,Male,High,Laboratory Technician,Very High,Outstanding,Good,Divorced,Low,No,22,3,10,1,7,7,48,655,9528,5915,3,31/07/2022,14/11/1991,21/01/2016,,7,3_Between 30 and 40,,24,1,4_Between 5-10 years,Full-time
1120,29,No,Travel_Rarely,Research & Development,Master,High,Female,High,Research Scientist,Very High,Outstanding,Better,Divorced,Low,No,22,4,11,1,1,28,93,1107,26968,2514,1,31/07/2022,20/12/1993,22/06/2016,,6,2_Between 20 and 30,,23,1,4_Between 5-10 years,Contractor
1355,38,No,Travel_Rarely,Sales,College,Medium,Female,High,Sales Executive,Low,Low,Better,Divorced,Low,No,15,3,11,1,3,2,31,1009,19461,6893,3,31/07/2022,17/09/1984,07/07/2016,,6,3_Between 30 and 40,,32,1,4_Between 5-10 years,Full-time
384,26,No,Travel_Frequently,Research & Development,Bachelor,High,Female,High,Manufacturing Director,Medium,Outstanding,Bad,Divorced,Low,No,20,1,6,1,4,1,84,1479,26767,6397,6,31/07/2022,14/06/1997,06/08/2016,,6,2_Between 20 and 30,,20,2,4_Between 5-10 years,Full-time
1681,33,No,Non-Travel,Sales,Bachelor,High,Female,High,Sales Executive,Very High,Outstanding,Better,Divorced,Low,Yes,25,1,7,1,2,16,36,530,16130,5368,2,31/07/2022,01/05/1990,10/09/2016,,6,3_Between 30 and 40,,27,1,4_Between 5-10 years,Full-time
786,34,No,Travel_Rarely,Sales,Bachelor,Very High,Male,High,Sales Executive,Very High,Outstanding,Better,Single,None,No,22,1,6,1,4,2,60,304,18686,6274,5,31/07/2022,12/12/1988,15/10/2016,,6,3_Between 30 and 40,,28,1,4_Between 5-10 years,Contractor
804,34,No,Travel_Rarely,Research & Development,Master,High,Female,Medium,Research Scientist,Low,Good,Better,Single,None,No,11,1,6,1,3,2,86,121,7530,4381,3,31/07/2022,06/02/1989,20/11/2016,,6,3_Between 30 and 40,,28,1,4_Between 5-10 years,Contractor
1228,46,No,Travel_Rarely,Research & Development,Master,Very High,Male,High,Manufacturing Director,Very High,Good,Good,Divorced,Low,No,11,2,12,1,4,2,60,150,17433,7379,3,31/07/2022,31/03/1977,11/12/2016,,6,4_Between 40 and 50,,40,2,4_Between 5-10 years,Full-time
1574,32,No,Non-Travel,Research & Development,Master,Very High,Male,High,Research Scientist,Low,Good,Good,Married,Low,No,14,4,9,1,2,1,62,1200,25174,4087,3,31/07/2022,01/05/1991,13/12/2016,,6,3_Between 30 and 40,,26,1,4_Between 5-10 years,Full-time
1394,37,No,Travel_Rarely,Research & Development,Below College,High,Male,High,Research Scientist,High,Low,Better,Married,None,Yes,15,7,8,1,3,4,54,1439,5182,2996,2,31/07/2022,26/02/1986,25/12/2016,,6,3_Between 30 and 40,,31,2,4_Between 5-10 years,Full-time
781,25,No,Travel_Rarely,Sales,Below College,High,Female,High,Sales Executive,Very High,Outstanding,Good,Single,None,No,23,1,6,1,4,26,32,883,22807,6180,5,31/07/2022,01/03/1998,25/01/2017,,6,2_Between 20 and 30,,19,2,4_Between 5-10 years,Full-time
1163,34,No,Travel_Rarely,Sales,Below College,Medium,Female,High,Sales Executive,High,Outstanding,Good,Married,None,No,20,1,6,1,3,9,70,1400,5829,5714,3,31/07/2022,20/05/1989,29/03/2017,,5,3_Between 30 and 40,,29,2,3_Between 3-5 years,Contractor
813,52,No,Travel_Rarely,Research & Development,Master,Very High,Female,High,Laboratory Technician,High,Outstanding,Better,Married,Low,No,20,8,9,1,4,11,82,1325,21821,3149,3,31/07/2022,09/01/1971,21/08/2017,,5,5_Between 50 and 60,,47,1,3_Between 3-5 years,Full-time
1499,30,No,Travel_Rarely,Human Resources,Bachelor,High,Male,High,Human Resources,High,Outstanding,Best,Divorced,Low,No,21,0,6,1,3,1,46,330,15428,2064,3,31/07/2022,18/01/1993,22/08/2017,,5,3_Between 30 and 40,,25,1,3_Between 3-5 years,Full-time
1909,41,No,Travel_Rarely,Sales,Bachelor,High,Female,High,Sales Executive,Medium,Outstanding,Better,Married,Low,No,21,5,14,1,4,8,54,337,26841,4393,3,31/07/2022,07/10/1981,22/08/2017,,5,4_Between 40 and 50,,36,2,3_Between 3-5 years,Full-time
231,32,No,Travel_Rarely,Research & Development,Doctor,High,Male,High,Research Scientist,High,Outstanding,Better,Single,None,No,20,3,8,1,4,6,43,120,12430,3038,2,31/07/2022,30/06/1991,30/08/2017,,5,3_Between 30 and 40,,27,2,3_Between 3-5 years,Full-time
150,24,No,Travel_Rarely,Research & Development,Below College,Medium,Male,High,Laboratory Technician,High,Good,Better,Married,Low,No,12,0,6,1,2,18,52,1127,13257,2774,2,31/07/2022,08/05/1999,13/09/2017,,5,2_Between 20 and 30,,19,1,3_Between 3-5 years,Full-time
1736,31,No,Travel_Frequently,Research & Development,Below College,Very High,Female,High,Manufacturing Director,Very High,Outstanding,Good,Single,None,No,20,2,9,1,4,24,30,163,6670,5238,3,31/07/2022,09/09/1991,17/11/2017,,5,3_Between 30 and 40,,26,1,3_Between 3-5 years,Full-time
894,42,No,Travel_Rarely,Research & Development,Bachelor,High,Female,Very High,Laboratory Technician,Very High,Good,Good,Married,Low,Yes,13,2,17,1,3,3,95,1265,23726,5231,1,31/07/2022,17/03/1981,29/11/2017,,5,4_Between 40 and 50,,37,2,3_Between 3-5 years,Full-time
1999,41,No,Travel_Rarely,Research & Development,Bachelor,Very High,Male,High,Research Scientist,Very High,Outstanding,Better,Married,Low,No,22,3,12,1,0,1,76,642,21412,2782,3,31/07/2022,21/09/1981,23/12/2017,,5,4_Between 40 and 50,,36,1,3_Between 3-5 years,Full-time
1469,28,No,Travel_Rarely,Sales,Bachelor,Very High,Male,High,Sales Executive,Low,Low,Better,Single,None,No,18,0,6,1,3,5,84,866,23490,8463,4,31/07/2022,05/04/1995,11/01/2018,,5,2_Between 20 and 30,,23,2,3_Between 3-5 years,Full-time
1598,40,No,Travel_Rarely,Sales,College,Very High,Female,High,Sales Executive,Low,Low,Better,Married,Low,No,15,1,5,1,2,14,84,118,11262,4639,2,31/07/2022,21/04/1983,21/02/2018,,4,4_Between 40 and 50,,36,1,3_Between 3-5 years,Full-time
641,26,No,Travel_Rarely,Sales,College,Low,Male,High,Sales Executive,Medium,Outstanding,Best,Married,Mid,No,20,1,6,1,4,28,66,703,7428,6272,5,31/07/2022,20/02/1997,25/03/2018,,4,2_Between 20 and 30,,22,1,3_Between 3-5 years,Contractor
997,50,No,Travel_Rarely,Research & Development,College,Very High,Male,High,Research Director,Very High,Outstanding,Good,Divorced,Low,No,22,9,32,1,3,1,66,1126,6615,17399,1,31/07/2022,25/12/1972,02/05/2018,,4,5_Between 50 and 60,,46,1,3_Between 3-5 years,Full-time
200,41,No,Travel_Rarely,Research & Development,Master,High,Male,High,Laboratory Technician,Low,Outstanding,Better,Married,Low,No,21,2,7,1,4,9,94,933,6961,2238,2,31/07/2022,07/12/1981,14/05/2018,,4,4_Between 40 and 50,,37,1,3_Between 3-5 years,Full-time
1654,39,No,Travel_Rarely,Research & Development,Bachelor,Very High,Male,High,Manufacturing Director,Medium,Outstanding,Better,Married,None,No,21,4,7,1,0,12,66,492,7693,5295,3,31/07/2022,21/02/1984,03/07/2018,,4,3_Between 30 and 40,,35,1,3_Between 3-5 years,Full-time
843,43,No,Travel_Rarely,Research & Development,College,Medium,Male,High,Research Director,Low,Outstanding,Better,Married,Low,No,24,6,22,1,0,14,94,589,5200,17159,3,31/07/2022,26/01/1980,29/09/2018,,4,4_Between 40 and 50,,39,2,3_Between 3-5 years,Full-time
68,44,No,Travel_Rarely,Sales,Doctor,Medium,Female,High,Sales Executive,Low,Outstanding,Good,Divorced,Low,Yes,21,5,9,1,3,1,75,1488,4009,5454,2,31/07/2022,10/01/1979,02/10/2018,,4,4_Between 40 and 50,,40,1,3_Between 3-5 years,Full-time
800,27,No,Travel_Frequently,Sales,Below College,High,Male,High,Sales Executive,Very High,Low,Better,Married,Low,No,19,0,5,1,1,8,84,829,24008,4342,3,31/07/2022,07/11/1995,24/10/2018,,4,2_Between 20 and 30,,23,1,3_Between 3-5 years,Full-time
1659,36,No,Travel_Rarely,Research & Development,Bachelor,Low,Male,High,Laboratory Technician,Medium,Good,Better,Single,None,No,11,2,15,1,3,7,77,311,10950,2013,4,31/07/2022,01/09/1986,28/02/2019,,3,3_Between 30 and 40,,33,1,2_Between 1-3 years,Full-time
